ID,2010,2011,2012,2013,2014
010010-99999,0.5707202993451864,0.9808059873344912,0.2619675574746148,-0.012553566927145087,2.0411255924170573
010014-99999,7.074898034853541,8.874159820761763,8.429005315110098,8.64871273712737,10.031313131313132
010015-99999,4.188153310104529,6.897383794767589,,,
010020-99999,-11.022892181911098,-5.853445850914223,-3.552764352233883,-6.1650074962518575,-4.946891698162377
